wins,wins_by_sub,losses,losses_by_sub,opponent_wins,opponent_wins_by_sub,opponent_losses,opponent_losses_by_sub,wins_vs_opponent,wins_vs_opponent_by_sub,losses_vs_opponent,losses_vs_opponent_by_sub,result
22,9,8,0,43,14,17,1,1,0,0,0,1
22,9,8,0,20,4,7,2,1,0,0,0,1
22,9,8,0,120,47,39,13,1,1,2,0,0
22,9,8,0,43,34,11,0,1,0,1,0,1
50,33,29,7,50,9,17,7,1,1,1,0,3
50,33,29,7,23,8,11,2,0,0,1,1,2
50,33,29,7,86,56,17,6,0,0,3,2,2
50,33,29,7,61,20,49,7,0,0,1,0,3
50,33,29,7,106,61,40,8,0,0,1,1,2
50,33,29,7,86,56,17,6,0,0,3,2,3
50,33,29,7,86,56,17,6,0,0,3,2,2
50,33,29,7,41,5,12,5,0,0,1,0,3
50,33,29,7,97,63,11,1,0,0,1,1,2
50,33,29,7,29,23,11,3,1,0,2,0,3
50,33,29,7,128,41,47,11,2,1,4,0,3
50,33,29,7,128,41,47,11,2,1,4,0,3
50,33,29,7,29,23,11,3,1,0,2,0,3
50,33,29,7,86,41,28,3,0,0,0,0,4
50,33,29,7,128,41,47,11,2,1,4,0,3
50,33,29,7,253,52,35,9,0,0,6,0,3
50,33,29,7,253,52,35,9,0,0,6,0,3
50,33,29,7,138,72,14,4,0,0,1,1,2
50,33,29,7,253,52,35,9,0,0,6,0,3
50,33,29,7,253,52,35,9,0,0,6,0,3
50,33,29,7,56,7,40,6,0,0,1,0,3
50,33,29,7,253,52,35,9,0,0,6,0,3
50,33,29,7,130,63,19,5,0,0,1,0,3
50,33,29,7,253,52,35,9,0,0,6,0,3
50,33,29,7,128,41,47,11,2,1,4,0,3
50,33,29,7,77,22,31,10,0,0,1,0,3
50,33,29,7,63,20,31,19,0,0,0,0,4
50,33,29,7,58,12,26,8,1,1,0,0,0
50,33,29,7,51,20,20,8,1,0,0,0,1
50,33,29,7,79,27,36,7,1,1,0,0,0
50,33,29,7,47,26,25,6,1,1,0,0,0
50,33,29,7,39,23,21,7,1,1,0,0,0
50,33,29,7,36,22,31,6,3,2,0,0,0
50,33,29,7,36,22,31,6,3,2,0,0,0
50,33,29,7,50,9,17,7,1,1,1,0,0
50,33,29,7,46,18,27,7,2,1,0,0,0
50,33,29,7,29,23,11,3,1,0,2,0,1
50,33,29,7,36,8,15,3,1,1,0,0,0
50,33,29,7,128,41,47,11,2,1,4,0,0
50,33,29,7,36,22,31,6,3,2,0,0,1
50,33,29,7,136,37,42,10,1,0,0,0,1
50,33,29,7,84,25,34,13,1,1,0,0,0
50,33,29,7,40,28,25,10,1,1,0,0,0
50,33,29,7,46,18,27,7,2,1,0,0,1
50,33,29,7,128,41,47,11,2,1,4,0,1
50,33,29,7,182,113,34,3,1,0,0,0,1
50,33,29,7,77,14,57,15,1,1,0,0,0
50,33,29,7,107,55,60,2,1,0,0,0,1
50,33,29,7,146,44,62,22,1,0,0,0,1
59,26,21,3,68,17,30,4,1,0,1,1,2
59,26,21,3,36,8,15,3,0,0,1,0,3
59,26,21,3,112,55,50,8,0,0,1,0,3
59,26,21,3,89,37,35,10,0,0,1,0,3
59,26,21,3,115,39,71,10,1,0,1,0,3
59,26,21,3,80,64,5,1,0,0,1,1,4
59,26,21,3,80,64,5,1,0,0,1,1,2
59,26,21,3,92,24,40,2,1,0,1,0,3
59,26,21,3,111,55,29,2,0,0,1,0,3
59,26,21,3,69,48,25,4,1,0,1,1,2
59,26,21,3,75,41,24,3,0,0,1,0,3
59,26,21,3,24,3,33,7,0,0,1,0,3
59,26,21,3,66,31,43,12,0,0,1,0,3
59,26,21,3,50,12,17,1,0,0,2,0,3
59,26,21,3,50,12,17,1,0,0,2,0,3
59,26,21,3,86,41,28,3,0,0,2,0,3
59,26,21,3,86,41,28,3,0,0,2,0,3
59,26,21,3,43,36,14,3,1,0,1,0,3
59,26,21,3,43,29,27,6,1,0,0,0,1
59,26,21,3,74,25,33,8,2,0,0,0,1
59,26,21,3,106,61,40,8,1,0,0,0,1
59,26,21,3,14,6,7,1,1,1,0,0,0
59,26,21,3,43,36,14,3,1,0,1,0,1
59,26,21,3,74,25,33,8,2,0,0,0,1
59,26,21,3,115,39,71,10,1,0,1,0,1
59,26,21,3,92,24,40,2,1,0,1,0,1
59,26,21,3,69,48,25,4,1,0,1,1,1
59,26,21,3,25,16,7,4,1,0,0,0,1
59,26,21,3,48,35,30,13,1,1,0,0,0
59,26,21,3,76,48,31,7,2,1,0,0,0
59,26,21,3,30,1,26,12,1,1,0,0,0
59,26,21,3,68,17,30,4,1,0,1,1,1
59,26,21,3,57,36,16,4,1,0,0,0,1
59,26,21,3,26,17,9,1,1,0,0,0,1
59,26,21,3,56,10,26,2,2,0,0,0,1
59,26,21,3,29,15,12,3,1,1,0,0,0
59,26,21,3,56,10,26,2,2,0,0,0,1
59,26,21,3,76,48,31,7,2,1,0,0,1
2,1,4,3,66,51,30,10,0,0,2,2,2
2,1,4,3,57,17,25,5,0,0,0,0,4
2,1,4,3,97,63,11,1,0,0,1,1,2
2,1,4,3,66,51,30,10,0,0,2,2,2
2,1,4,3,77,21,21,4,0,0,1,0,3
2,1,4,3,63,16,29,7,1,0,0,0,1
46,18,28,7,22,1,18,3,0,0,2,0,3
46,18,28,7,42,22,8,1,0,0,1,0,3
46,18,28,7,22,1,18,3,0,0,2,0,3
46,18,28,7,24,4,13,1,0,0,2,0,3
46,18,28,7,24,4,13,1,0,0,2,0,3
46,18,28,7,216,112,24,0,0,0,5,2,2
46,18,28,7,216,112,24,0,0,0,5,2,3
46,18,28,7,216,112,24,0,0,0,5,2,3
46,18,28,7,128,67,47,3,0,0,2,0,3
46,18,28,7,199,71,22,1,0,0,1,0,3
46,18,28,7,128,67,47,3,0,0,2,0,3
46,18,28,7,47,46,29,9,0,0,2,2,2
46,18,28,7,47,46,29,9,0,0,2,2,2
46,18,28,7,216,112,24,0,0,0,5,2,2
46,18,28,7,129,56,24,1,0,0,2,2,2
46,18,28,7,216,112,24,0,0,0,5,2,3
46,18,28,7,42,16,3,0,0,0,1,0,3
46,18,28,7,58,24,21,4,0,0,1,0,3
46,18,28,7,129,56,24,1,0,0,2,2,2
46,18,28,7,18,4,16,11,1,1,0,0,0
46,18,28,7,12,1,4,1,1,0,0,0,1
46,18,28,7,31,1,19,5,1,0,0,0,1
70,49,18,8,92,24,40,2,0,0,1,0,3
70,49,18,8,146,44,62,22,0,0,1,0,3
70,49,18,8,149,60,33,4,0,0,1,1,2
70,49,18,8,77,22,31,10,2,1,2,1,2
70,49,18,8,24,13,11,3,0,0,1,1,2
70,49,18,8,88,38,31,3,0,0,2,1,2
70,49,18,8,88,38,31,3,0,0,2,1,3
70,49,18,8,112,37,16,7,0,0,2,0,3
70,49,18,8,28,10,16,6,0,0,1,0,3
70,49,18,8,179,85,39,11,0,0,1,1,2
70,49,18,8,112,37,16,7,0,0,2,0,3
70,49,18,8,34,12,9,3,0,0,1,1,2
70,49,18,8,76,35,26,3,1,1,1,0,3
70,49,18,8,71,19,10,2,0,0,1,0,3
70,49,18,8,77,22,31,10,2,1,2,1,3
70,49,18,8,56,16,13,5,1,0,0,0,1
70,49,18,8,50,22,19,4,4,2,0,0,1
70,49,18,8,42,18,23,2,4,1,0,0,0
70,49,18,8,243,135,49,22,1,1,0,0,0
70,49,18,8,50,12,17,1,1,1,0,0,0
70,49,18,8,45,24,27,15,1,1,0,0,0
70,49,18,8,42,18,23,2,4,1,0,0,1
70,49,18,8,42,18,23,2,4,1,0,0,1
70,49,18,8,156,83,61,6,1,0,0,0,1
70,49,18,8,76,48,31,7,1,0,0,0,1
70,49,18,8,99,76,27,6,1,0,0,0,1
70,49,18,8,50,22,19,4,4,2,0,0,0
70,49,18,8,86,32,21,4,1,0,0,0,1
70,49,18,8,77,22,31,10,2,1,2,1,0
70,49,18,8,42,18,23,2,4,1,0,0,1
70,49,18,8,27,14,16,5,1,1,0,0,0
70,49,18,8,76,35,26,3,1,1,1,0,0
70,49,18,8,52,22,20,8,1,1,0,0,0
70,49,18,8,19,11,22,11,1,1,0,0,0
70,49,18,8,50,22,19,4,4,2,0,0,1
70,49,18,8,146,49,47,18,3,2,0,0,1
70,49,18,8,31,9,13,4,1,0,0,0,1
70,49,18,8,77,22,31,10,2,1,2,1,1
70,49,18,8,146,49,47,18,3,2,0,0,0
70,49,18,8,50,22,19,4,4,2,0,0,0
70,49,18,8,16,5,7,1,1,0,0,0,1
70,49,18,8,43,11,18,5,1,0,0,0,1
70,49,18,8,36,10,10,2,1,1,0,0,0
70,49,18,8,146,49,47,18,3,2,0,0,0
70,49,18,8,13,8,10,2,1,0,0,0,1
70,49,18,8,22,11,7,1,1,1,0,0,0
70,49,18,8,30,20,7,2,1,1,0,0,0
16,14,8,1,129,56,24,1,0,0,1,0,3
16,14,8,1,78,42,36,8,0,0,1,0,3
16,14,8,1,199,71,22,1,0,0,1,0,3
16,14,8,1,45,7,28,11,0,0,1,0,3
16,14,8,1,26,17,9,1,0,0,1,1,2
16,14,8,1,42,16,18,0,0,0,1,0,3
16,14,8,1,40,13,9,2,0,0,1,0,3
16,14,8,1,23,14,20,9,1,1,0,0,0
67,19,46,15,59,37,21,5,0,0,1,1,2
67,19,46,15,135,52,61,16,1,0,1,0,3
67,19,46,15,83,18,39,15,0,0,2,0,3
67,19,46,15,130,63,19,5,0,0,1,1,2
67,19,46,15,31,9,20,8,0,0,2,1,2
67,19,46,15,88,38,31,3,1,0,4,0,3
67,19,46,15,107,55,60,2,0,0,2,2,2
67,19,46,15,156,83,61,6,0,0,3,2,2
67,19,46,15,77,22,31,10,0,0,2,0,3
67,19,46,15,90,12,56,7,0,0,1,0,3
67,19,46,15,149,60,33,4,0,0,1,0,3
67,19,46,15,77,22,31,10,0,0,2,0,3
67,19,46,15,31,9,20,8,0,0,2,1,3
67,19,46,15,89,37,41,10,0,0,1,0,3
67,19,46,15,107,55,60,2,0,0,2,2,2
67,19,46,15,243,135,49,22,0,0,1,1,2
67,19,46,15,88,38,31,3,1,0,4,0,3
67,19,46,15,84,25,34,13,0,0,1,0,3
67,19,46,15,75,33,26,4,0,0,1,0,3
67,19,46,15,88,38,31,3,1,0,4,0,3
67,19,46,15,77,21,21,4,0,0,2,0,3
67,19,46,15,94,60,25,10,0,0,2,2,2
67,19,46,15,26,4,26,2,1,0,1,0,3
67,19,46,15,112,55,50,8,0,0,1,1,2
67,19,46,15,45,12,34,10,1,0,1,0,3
67,19,46,15,56,16,13,5,0,0,1,0,3
67,19,46,15,112,37,16,7,0,0,1,0,3
67,19,46,15,55,21,20,3,0,0,1,1,2
67,19,46,15,115,32,33,10,0,0,1,0,3
67,19,46,15,101,23,43,11,1,0,1,0,3
67,19,46,15,76,35,26,3,0,0,1,0,3
67,19,46,15,83,18,39,15,0,0,2,0,3
67,19,46,15,94,60,25,10,0,0,2,2,2
67,19,46,15,156,83,61,6,0,0,3,2,2
67,19,46,15,88,38,31,3,1,0,4,0,3
67,19,46,15,23,7,18,5,1,0,1,0,3
67,19,46,15,63,16,29,7,0,0,1,0,3
67,19,46,15,77,21,21,4,0,0,2,0,3
67,19,46,15,42,10,19,7,1,0,1,0,3
67,19,46,15,45,24,27,15,1,0,1,1,2
67,19,46,15,156,83,61,6,0,0,3,2,3
67,19,46,15,48,19,27,11,1,0,0,0,1
67,19,46,15,45,12,34,10,1,0,1,0,1
67,19,46,15,27,13,11,4,1,0,0,0,1
67,19,46,15,110,76,34,17,2,1,0,0,0
67,19,46,15,88,38,31,3,1,0,4,0,1
67,19,46,15,40,28,25,10,1,0,0,0,1
67,19,46,15,77,14,57,15,1,0,0,0,1
67,19,46,15,135,52,61,16,1,0,1,0,1
67,19,46,15,32,20,23,9,1,0,0,0,1
67,19,46,15,15,1,4,1,1,0,0,0,1
67,19,46,15,41,5,12,5,1,0,0,0,1
67,19,46,15,110,76,34,17,2,1,0,0,1
67,19,46,15,31,11,15,1,1,0,0,0,1
67,19,46,15,33,7,17,2,1,0,0,0,1
67,19,46,15,48,10,33,4,1,0,0,0,1
67,19,46,15,23,7,18,5,1,0,1,0,1
67,19,46,15,52,28,26,6,1,0,0,0,1
67,19,46,15,26,4,26,2,1,0,1,0,1
67,19,46,15,63,20,31,19,1,1,0,0,0
67,19,46,15,101,23,43,11,1,0,1,0,1
67,19,46,15,45,24,27,15,1,0,1,1,1
67,19,46,15,42,10,19,7,1,0,1,0,1
111,29,55,9,199,71,22,1,0,0,4,0,3
111,29,55,9,66,31,43,12,0,0,1,0,3
111,29,55,9,199,71,22,1,0,0,4,0,3
111,29,55,9,48,19,27,11,0,0,1,1,2
111,29,55,9,128,67,47,3,0,0,1,0,3
111,29,55,9,199,71,22,1,0,0,4,0,3
111,29,55,9,136,37,42,10,0,0,4,0,3
111,29,55,9,136,37,42,10,0,0,4,0,3
111,29,55,9,75,41,24,3,0,0,1,1,2
111,29,55,9,61,29,37,5,1,0,1,0,3
111,29,55,9,36,21,22,2,0,0,1,1,2
111,29,55,9,15,10,5,1,0,0,1,0,3
111,29,55,9,46,23,11,1,0,0,5,2,2
111,29,55,9,136,37,42,10,0,0,4,0,3
111,29,55,9,166,47,52,4,0,0,2,1,2
111,29,55,9,46,23,11,1,0,0,5,2,2
111,29,55,9,77,44,25,0,0,0,2,2,2
111,29,55,9,115,39,71,10,1,0,1,0,3
111,29,55,9,63,21,34,9,4,0,1,0,3
111,29,55,9,109,48,55,17,1,0,1,0,3
111,29,55,9,46,23,11,1,0,0,5,2,3
111,29,55,9,46,23,11,1,0,0,5,2,3
111,29,55,9,21,8,11,2,1,0,2,0,3
111,29,55,9,15,3,14,3,0,0,1,0,3
111,29,55,9,21,8,11,2,1,0,2,0,3
111,29,55,9,166,47,52,4,0,0,2,1,3
111,29,55,9,129,56,24,1,0,0,1,0,3
111,29,55,9,7,2,4,2,1,0,1,0,3
111,29,55,9,40,18,8,2,1,0,2,0,3
111,29,55,9,46,23,11,1,0,0,5,2,3
111,29,55,9,199,71,22,1,0,0,4,0,3
111,29,55,9,136,37,42,10,0,0,4,0,3
111,29,55,9,29,12,3,1,0,0,2,0,3
111,29,55,9,41,16,18,5,2,0,2,0,3
111,29,55,9,41,16,18,5,2,0,2,0,3
111,29,55,9,77,44,25,0,0,0,2,2,2
111,29,55,9,29,12,3,1,0,0,2,0,3
111,29,55,9,40,18,8,2,1,0,2,0,3
111,29,55,9,17,5,5,0,0,0,3,0,3
111,29,55,9,17,5,5,0,0,0,3,0,3
111,29,55,9,14,7,5,3,0,0,1,0,3
111,29,55,9,17,5,5,0,0,0,3,0,3
111,29,55,9,78,23,17,5,0,0,1,0,3
111,29,55,9,115,39,71,10,1,0,1,0,1
111,29,55,9,61,29,37,5,1,0,1,0,1
111,29,55,9,47,46,29,9,1,0,0,0,1
111,29,55,9,26,9,30,12,2,1,0,0,1
111,29,55,9,60,26,49,17,2,0,0,0,1
111,29,55,9,63,21,34,9,4,0,1,0,1
111,29,55,9,26,9,30,12,2,1,0,0,0
111,29,55,9,63,21,34,9,4,0,1,0,1
111,29,55,9,7,2,4,2,1,0,1,0,1
111,29,55,9,12,10,10,3,2,1,0,0,0
111,29,55,9,25,9,16,3,2,0,0,0,1
111,29,55,9,27,23,22,8,1,0,0,0,1
111,29,55,9,12,10,10,3,2,1,0,0,1
111,29,55,9,60,26,49,17,2,0,0,0,1
111,29,55,9,41,16,18,5,2,0,2,0,1
111,29,55,9,63,21,34,9,4,0,1,0,1
111,29,55,9,29,15,20,2,1,0,0,0,1
111,29,55,9,21,8,11,2,1,0,2,0,1
111,29,55,9,40,18,8,2,1,0,2,0,1
111,29,55,9,109,48,55,17,1,0,1,0,1
111,29,55,9,25,9,16,3,2,0,0,0,1
111,29,55,9,13,8,4,1,1,0,0,0,1
111,29,55,9,83,10,38,18,1,1,0,0,0
111,29,55,9,40,12,16,4,1,1,0,0,0
111,29,55,9,58,24,21,4,1,0,0,0,1
111,29,55,9,41,16,18,5,2,0,2,0,1
111,29,55,9,11,3,6,0,1,0,0,0,1
111,29,55,9,54,13,30,4,1,0,0,0,1
111,29,55,9,63,21,34,9,4,0,1,0,1
111,29,55,9,50,18,31,6,1,0,0,0,1
111,29,55,9,38,18,35,14,1,0,0,0,1
111,29,55,9,10,2,6,1,1,0,0,0,1
9,5,2,0,40,12,16,4,0,0,1,0,3
9,5,2,0,48,24,17,2,1,0,0,0,1
9,5,2,0,8,5,14,8,1,1,0,0,0
9,5,2,0,65,41,11,1,1,0,0,0,1
61,20,49,7,160,78,42,6,0,0,2,0,3
61,20,49,7,106,61,40,8,3,2,4,0,3
61,20,49,7,106,61,40,8,3,2,4,0,3
61,20,49,7,24,7,11,1,0,0,1,0,3
61,20,49,7,70,10,21,5,0,0,1,0,3
61,20,49,7,157,73,27,4,2,1,3,1,3
61,20,49,7,157,73,27,4,2,1,3,1,3
61,20,49,7,160,78,42,6,0,0,2,0,3
61,20,49,7,112,55,50,8,1,1,1,0,3
61,20,49,7,106,61,40,8,3,2,4,0,3
61,20,49,7,53,25,38,12,0,0,1,0,3
61,20,49,7,30,7,15,8,1,0,2,0,3
61,20,49,7,76,62,7,0,0,0,1,1,2
61,20,49,7,106,61,40,8,3,2,4,0,3
61,20,49,7,97,63,11,1,0,0,1,0,3
61,20,49,7,51,17,35,15,0,0,1,0,3
61,20,49,7,25,19,15,3,0,0,1,1,2
61,20,49,7,157,73,27,4,2,1,3,1,2
61,20,49,7,128,41,47,11,0,0,2,0,3
61,20,49,7,138,72,14,4,0,0,1,0,3
61,20,49,7,128,41,47,11,0,0,2,0,3
61,20,49,7,30,7,15,8,1,0,2,0,3
61,20,49,7,29,15,14,2,0,0,1,0,3
61,20,49,7,182,113,34,3,1,0,1,0,3
61,20,49,7,253,52,35,9,1,0,1,0,3
61,20,49,7,83,18,39,15,0,0,1,0,3
61,20,49,7,89,37,35,10,0,0,1,1,2
61,20,49,7,77,14,57,15,0,0,2,1,3
61,20,49,7,149,60,33,4,0,0,2,0,3
61,20,49,7,77,14,57,15,0,0,2,1,2
61,20,49,7,36,22,31,6,0,0,1,0,3
61,20,49,7,61,37,15,2,0,0,1,1,2
61,20,49,7,87,28,12,4,0,0,1,0,3
61,20,49,7,60,40,58,26,0,0,1,0,3
61,20,49,7,51,28,23,4,0,0,1,0,3
61,20,49,7,89,37,41,10,0,0,1,0,3
61,20,49,7,149,60,33,4,0,0,2,0,3
61,20,49,7,75,33,26,4,0,0,1,0,3
61,20,49,7,4,4,4,0,1,0,0,0,1
61,20,49,7,106,61,40,8,3,2,4,0,1
61,20,49,7,59,37,21,5,2,0,0,0,1
61,20,49,7,106,61,40,8,3,2,4,0,0
61,20,49,7,157,73,27,4,2,1,3,1,1
61,20,49,7,59,37,21,5,2,0,0,0,1
61,20,49,7,50,33,29,7,1,0,0,0,1
61,20,49,7,31,9,20,8,1,0,0,0,1
61,20,49,7,112,55,50,8,1,1,1,0,0
61,20,49,7,11,5,15,3,1,0,0,0,1
61,20,49,7,40,16,41,10,1,0,0,0,1
61,20,49,7,106,61,40,8,3,2,4,0,0
61,20,49,7,157,73,27,4,2,1,3,1,0
61,20,49,7,50,9,17,7,1,0,0,0,1
61,20,49,7,30,7,15,8,1,0,2,0,1
61,20,49,7,58,29,31,14,1,0,0,0,1
61,20,49,7,18,5,21,6,1,0,0,0,1
61,20,49,7,182,113,34,3,1,0,1,0,1
61,20,49,7,253,52,35,9,1,0,1,0,1
61,20,49,7,48,19,27,11,1,0,0,0,1
61,20,49,7,33,7,17,2,1,0,0,0,1
11,2,11,8,97,63,11,1,0,0,1,1,2
11,2,11,8,160,78,42,6,0,0,1,0,3
11,2,11,8,95,49,26,10,0,0,1,1,2
11,2,11,8,51,17,35,15,0,0,1,1,2
11,2,11,8,66,51,30,10,0,0,1,0,3
11,2,11,8,59,37,21,5,0,0,1,1,2
11,2,11,8,57,17,25,5,0,0,1,0,3
11,2,11,8,157,73,27,4,0,0,1,1,2
11,2,11,8,63,16,29,7,0,0,1,1,2
11,2,11,8,36,22,31,6,1,0,0,0,1
11,2,11,8,156,83,61,6,1,0,0,0,1
11,2,11,8,75,33,26,4,1,0,0,0,1
63,21,34,9,136,37,42,10,0,0,3,0,3
63,21,34,9,46,23,11,1,0,0,3,2,2
63,21,34,9,46,23,11,1,0,0,3,2,3
63,21,34,9,15,10,5,1,0,0,1,1,2
63,21,34,9,136,37,42,10,0,0,3,0,3
63,21,34,9,129,56,24,1,0,0,1,0,3
63,21,34,9,166,47,52,4,0,0,2,1,2
63,21,34,9,111,29,55,9,1,0,4,0,3
63,21,34,9,46,23,11,1,0,0,3,2,2
63,21,34,9,111,29,55,9,1,0,4,0,3
63,21,34,9,84,25,34,13,0,0,1,1,2
63,21,34,9,136,37,42,10,0,0,3,0,3
63,21,34,9,199,71,22,1,0,0,1,0,3
63,21,34,9,75,41,24,3,0,0,2,0,3
63,21,34,9,52,28,26,6,0,0,1,1,2
63,21,34,9,25,9,16,3,2,0,1,0,3
63,21,34,9,166,47,52,4,0,0,2,1,3
63,21,34,9,111,29,55,9,1,0,4,0,3
63,21,34,9,7,2,4,2,0,0,1,1,2
63,21,34,9,75,41,24,3,0,0,2,0,3
63,21,34,9,27,15,20,3,0,0,1,1,2
63,21,34,9,15,3,14,3,0,0,1,0,3
63,21,34,9,23,14,20,9,0,0,2,1,2
63,21,34,9,111,29,55,9,1,0,4,0,3
63,21,34,9,29,15,20,2,0,0,1,0,3
63,21,34,9,23,14,20,9,0,0,2,1,3
63,21,34,9,27,23,22,8,1,0,0,0,1
63,21,34,9,26,9,30,12,1,0,0,0,1
63,21,34,9,60,26,49,17,1,0,0,0,1
63,21,34,9,12,10,10,3,1,0,0,0,1
63,21,34,9,42,26,21,5,1,0,0,0,1
63,21,34,9,111,29,55,9,1,0,4,0,1
63,21,34,9,25,9,16,3,2,0,1,0,1
63,21,34,9,42,33,24,11,1,0,0,0,1
63,21,34,9,25,9,16,3,2,0,1,0,1
29,15,12,3,50,12,17,1,0,0,1,0,3
29,15,12,3,30,1,26,12,0,0,1,0,3
29,15,12,3,135,52,61,16,0,0,1,0,3
29,15,12,3,160,71,46,7,0,0,2,0,3
29,15,12,3,23,6,11,0,0,0,1,1,2
29,15,12,3,15,4,3,0,0,0,1,0,3
29,15,12,3,160,71,46,7,0,0,2,0,3
29,15,12,3,59,26,21,3,0,0,1,1,2
29,15,12,3,13,8,10,2,0,0,1,1,2
29,15,12,3,45,15,36,12,1,1,0,0,0
29,15,12,3,76,35,26,3,1,0,0,0,1
29,15,12,3,46,18,27,7,1,1,0,0,0
29,15,12,3,79,27,36,7,1,0,0,0,1
29,15,12,3,29,19,12,3,1,0,0,0,1
23,8,11,2,86,35,16,1,0,0,1,1,2
23,8,11,2,14,5,5,4,0,0,1,0,3
23,8,11,2,128,41,47,11,0,0,2,0,3
23,8,11,2,128,41,47,11,0,0,2,0,3
23,8,11,2,59,37,21,5,0,0,1,0,3
23,8,11,2,97,63,11,1,0,0,1,0,3
23,8,11,2,41,5,12,5,0,0,1,0,3
23,8,11,2,157,73,27,4,0,0,1,0,3
23,8,11,2,156,83,61,6,0,0,1,1,2
23,8,11,2,253,52,35,9,0,0,1,0,3
23,8,11,2,43,11,18,5,0,0,1,0,3
23,8,11,2,29,23,11,3,2,1,0,0,0
23,8,11,2,50,33,29,7,1,1,0,0,0
23,8,11,2,48,35,30,13,1,0,0,0,1
23,8,11,2,50,9,17,7,1,1,0,0,0
23,8,11,2,29,23,11,3,2,1,0,0,1
23,8,11,2,53,25,38,12,1,1,0,0,0
23,8,11,2,11,5,15,3,1,0,0,0,1
23,8,11,2,40,16,41,10,1,0,0,0,1
23,8,11,2,106,61,40,8,1,0,0,0,1
23,8,11,2,56,18,22,10,1,1,0,0,0
14,6,7,1,66,31,43,12,0,0,1,0,3
14,6,7,1,59,26,21,3,0,0,1,1,2
14,6,7,1,35,13,22,2,0,0,1,0,3
14,6,7,1,110,76,34,17,0,0,1,0,3
14,6,7,1,160,71,46,7,0,0,1,0,3
14,6,7,1,115,39,71,10,1,0,0,0,1
14,6,7,1,74,25,33,8,1,1,0,0,0
14,6,7,1,27,21,19,15,1,1,0,0,0
14,6,7,1,45,12,34,10,1,1,0,0,0
14,6,7,1,42,33,24,11,1,0,0,0,1
19,11,22,11,47,26,25,6,0,0,1,1,2
19,11,22,11,156,83,61,6,0,0,2,1,2
19,11,22,11,179,85,39,11,0,0,1,1,2
19,11,22,11,42,18,23,2,0,0,1,0,3
19,11,22,11,160,71,46,7,0,0,3,1,2
19,11,22,11,160,71,46,7,0,0,3,1,3
19,11,22,11,83,10,38,18,0,0,1,0,3
19,11,22,11,70,49,18,8,0,0,1,1,2
19,11,22,11,156,83,61,6,0,0,2,1,3
19,11,22,11,85,54,31,9,0,0,1,1,2
19,11,22,11,56,16,13,5,0,0,1,0,3
19,11,22,11,87,27,25,5,0,0,1,0,3
19,11,22,11,16,5,7,1,0,0,1,1,2
19,11,22,11,160,71,46,7,0,0,3,1,3
19,11,22,11,50,22,19,4,0,0,1,0,3
19,11,22,11,37,11,24,8,1,1,0,0,0
19,11,22,11,99,76,27,6,1,0,0,0,1
19,11,22,11,40,5,29,4,3,0,0,0,1
19,11,22,11,40,5,29,4,3,0,0,0,1
19,11,22,11,40,5,29,4,3,0,0,0,1
19,11,22,11,10,3,10,2,1,0,0,0,1
30,16,10,3,87,28,12,4,0,0,1,0,3
30,16,10,3,99,76,27,6,1,0,1,1,2
30,16,10,3,65,14,12,2,0,0,1,0,3
30,16,10,3,111,55,29,2,0,0,1,1,2
30,16,10,3,101,31,52,20,0,0,1,1,2
30,16,10,3,42,16,3,0,0,0,1,0,3
30,16,10,3,66,9,40,17,2,2,1,0,3
30,16,10,3,15,3,8,0,2,0,0,0,1
30,16,10,3,66,9,40,17,2,2,1,0,0
30,16,10,3,99,76,27,6,1,0,1,1,1
30,16,10,3,78,23,17,5,1,1,0,0,0
30,16,10,3,45,7,28,11,1,1,0,0,0
30,16,10,3,66,9,40,17,2,2,1,0,0
30,16,10,3,13,7,11,3,1,1,0,0,0
30,16,10,3,56,7,40,6,2,1,0,0,0
30,16,10,3,89,37,41,10,1,0,0,0,1
30,16,10,3,56,7,40,6,2,1,0,0,1
30,16,10,3,15,3,8,0,2,0,0,0,1
70,10,21,5,21,8,8,1,1,0,2,1,3
70,10,21,5,21,8,8,1,1,0,2,1,2
70,10,21,5,17,8,5,0,0,0,1,0,3
70,10,21,5,14,2,1,0,0,0,1,0,3
70,10,21,5,34,19,10,1,0,0,3,1,3
70,10,21,5,34,19,10,1,0,0,3,1,2
70,10,21,5,48,24,18,6,0,0,1,0,3
70,10,21,5,25,19,15,3,0,0,1,1,2
70,10,21,5,34,19,10,1,0,0,3,1,3
70,10,21,5,24,7,11,1,0,0,1,0,3
70,10,21,5,47,27,6,1,1,0,1,0,3
70,10,21,5,76,62,7,0,0,0,1,1,2
70,10,21,5,41,5,12,5,0,0,1,0,3
70,10,21,5,106,61,40,8,2,0,1,0,3
70,10,21,5,32,12,13,3,0,0,1,0,3
70,10,21,5,19,12,7,2,2,1,0,0,1
70,10,21,5,21,8,8,1,1,0,2,1,1
70,10,21,5,11,4,3,0,1,1,0,0,0
70,10,21,5,19,12,7,2,2,1,0,0,0
70,10,21,5,25,9,21,6,1,0,0,0,1
70,10,21,5,9,2,1,0,1,0,0,0,1
70,10,21,5,47,27,6,1,1,0,1,0,1
70,10,21,5,7,2,7,2,1,0,0,0,1
70,10,21,5,11,2,9,2,1,0,0,0,1
70,10,21,5,61,20,49,7,1,0,0,0,1
70,10,21,5,106,61,40,8,2,0,1,0,1
70,10,21,5,31,9,20,8,1,0,0,0,1
70,10,21,5,106,61,40,8,2,0,1,0,1
